"","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","hcluster"
"630",747983,0,26117,15,50,1,6427,3
"631",415070,588,153183,41,3802,20,6423,3
"632",18111,0,4625,26,0,0,6463,1
"633",41526,0,0,0,0,0,6406,2
"634",38021,0,5538,9,0,0,6407,2
"635",17500,0,0,0,0,0,6400,1
"636",5906,0,280,1,0,0,6395,1
"637",70133,0,7396,16,0,0,6392,2
"638",32010,0,12315,6,650,2,6421,1
"639",82605,0,23049,15,0,0,6417,2
"640",77285,0,63841,32,0,0,6417,2
"641",15219,0,0,0,0,0,6427,1
"642",54889,0,13150,4,0,0,6438,2
"643",8910,0,150,1,150,1,6413,1
"644",49891,0,500,1,500,1,6392,2
"645",10484,0,0,0,0,0,6375,1
"646",15496,0,0,0,0,0,6324,1
"647",16714,0,0,0,0,0,6214,1
"648",25835,0,15153,15,0,0,6142,1
"649",3487,0,710,1,0,0,6059,1
"650",347096,0,12000,6,0,0,6408,3
"651",155962,1199,16510,16,50,1,6406,4
"652",160572,0,8163,18,500,1,6403,4
"653",257068,2586,5900,4,400,1,6420,5
"654",48410,0,37869,16,500,1,6395,2
"655",33269,0,4675,10,200,1,6396,1
"656",25685,0,185,3,0,0,6382,1
"657",50500,0,4765,14,0,0,6380,2
"658",97486,0,22707,15,0,0,6387,2
"659",323459,0,12000,8,1500,3,6378,3
"660",11821,0,10697,10,0,0,6387,1
"661",37039,0,29976,18,0,0,6375,2
"662",28306,0,233,3,0,0,6371,1
"663",109532,0,128048,53,7939,26,6372,2
"664",91974,0,19223,18,500,1,6372,2
"665",65823,0,28208,19,300,3,6373,2
"666",104824,0,14582,15,0,0,6366,4
"667",16061,0,2750,11,0,0,6366,1
"668",55237,0,5547,14,0,0,6358,2
"669",10491,0,5025,11,150,1,6357,1
"670",192334,0,33950,21,1450,4,6366,5
"671",45501,0,49656,17,316,1,6375,2
"672",18661,0,0,0,0,0,6352,1
"673",89668,0,29130,14,0,0,6350,2
"674",53327,0,8650,6,650,2,6350,2
"675",133143,0,43643,14,50,1,6385,4
"676",22268,0,23582,15,200,1,6339,1
"677",26556,3490,2845,14,720,4,6339,1
"678",9601,0,20467,16,0,0,6338,1
"679",280561,0,12154,13,0,0,6337,5
"680",146248,0,2900,4,1400,3,6333,4
"681",9483,0,1000,1,0,0,6340,1
"682",119082,5051,4230,17,3600,14,6340,4
"683",232171,0,22258,30,650,2,6340,5
"684",369816,1745,46942,35,7266,17,6340,3
"685",37381,0,6091,16,0,0,6332,2
"686",173543,0,92752,25,0,0,6329,5
"687",31211,0,280,4,100,1,6330,1
"688",47780,0,88773,20,250,2,6329,2
"689",79479,0,23167,13,0,0,6118,2
"690",81960,0,37072,22,700,7,6326,2
"691",20162,0,2750,15,0,0,6324,1
"692",105683,0,28386,17,0,0,6361,4
"693",234327,0,30406,28,150,2,6319,5
"694",463494,0,27390,17,750,1,6323,3
"695",17334,0,6783,27,50,1,6318,1
"696",57909,0,5150,4,0,0,6323,2
"697",17949,0,0,0,0,0,6312,1
"698",529477,0,31624,28,2098,5,6311,3
"699",71543,0,0,0,0,0,6305,2
"700",111897,0,14728,14,0,0,6310,4
"701",61598,0,0,0,0,0,6311,2
"702",417875,0,44472,18,0,0,6308,3
"703",340874,0,68090,43,5676,27,6305,3
"704",32774,0,0,0,0,0,6304,1
"705",242910,1115,103935,18,500,1,6296,5
"706",137843,0,45416,24,250,1,6302,4
"707",30530,0,5590,12,2950,9,6298,1
"708",30973,0,0,0,0,0,6298,1
"709",238749,0,7134,14,3134,12,6297,5
"710",16803,0,1287,6,0,0,6291,1
"711",23553,810,1587,4,487,2,6295,1
"712",48161,0,41174,24,0,0,6294,2
"713",21616,0,0,0,0,0,6291,1
"714",13114,0,14029,13,0,0,6289,1
"715",117120,0,41278,17,500,1,6288,4
"716",52987,0,17510,15,0,0,6289,2
"717",150176,0,29999,17,400,1,6284,4
"718",19002,0,22675,21,0,0,6277,1
"719",60976,0,97318,31,7000,14,6282,2
"720",50675,0,1100,2,100,1,6282,2
"721",65466,0,5488,13,0,0,6280,2
"722",64280,0,21721,18,0,0,6280,2
"723",14523,0,4197,4,0,0,6276,1
"724",384470,0,20468,16,0,0,6280,3
"725",9157,0,75,2,0,0,6274,1
"726",151904,733,76440,25,950,8,6273,4
"727",13781,0,48914,19,500,1,6269,2
"728",40567,0,18122,16,0,0,6268,2
"729",43090,0,11411,10,0,0,6259,2
"730",1875,0,1250,3,0,0,6266,1
"731",126555,0,41253,19,0,0,6280,4
"732",16472,0,45517,12,0,0,6262,2
"733",21270,0,318,10,0,0,6256,1
"734",33410,0,818,12,0,0,6255,1
"735",15750,0,1065,3,0,0,6254,1
"736",104665,0,9547,12,0,0,6249,4
"737",86285,0,61274,14,0,0,6249,2
"738",41967,0,2125,10,0,0,6247,2
"739",35026,0,9799,27,500,1,6247,2
"740",138411,0,53843,14,0,0,6247,4
"741",127693,0,17383,15,0,0,6246,4
"742",52050,0,43190,14,0,0,6245,2
"743",37162,0,0,0,0,0,6241,1
"744",440265,4081,22750,15,1250,10,6234,3
"745",66572,0,8048,14,450,2,6240,2
"746",237093,0,42020,15,0,0,6240,5
"747",79561,0,6333,12,400,2,6231,2
"748",131528,0,10365,17,500,1,6227,4
"749",11820,0,2045,5,0,0,6227,1
"750",20810,0,1713,13,0,0,6225,1
"751",189423,0,63584,31,600,1,6476,5
"752",96477,0,2987,13,0,0,6221,2
"753",106471,0,8444,5,100,1,6220,4
"754",33374,0,20441,13,0,0,6214,2
"755",210018,0,48914,16,0,0,6217,5
"756",26740,0,619,7,0,0,6213,1
"757",244216,0,39166,14,0,0,6214,5
"758",76737,0,34648,31,0,0,6211,2
"759",20999,0,15914,13,0,0,6206,1
"760",43179,0,11915,6,0,0,6214,2
"761",119214,0,10028,16,0,0,6205,4
"762",14988,0,2100,10,0,0,6203,1
"763",21334,0,5472,20,0,0,6200,1
"764",104307,0,51769,24,450,1,6197,2
"765",34357,0,73622,25,100,1,6198,2
"766",231437,0,31266,26,1550,4,6340,5
"767",14662,0,1110,12,0,0,6197,1
"768",13144,0,18615,18,0,0,6196,1
"769",10978,0,14313,11,0,0,6193,1
"770",150698,0,43589,20,1200,4,6193,4
"771",18035,0,811,2,0,0,6193,1
"772",194604,0,6606,10,0,0,6190,5
"773",117852,2376,11406,21,3850,13,6186,4
"774",32356,0,22918,19,0,0,6571,2
"775",44247,948,40939,26,0,0,6184,2
"776",23431,0,3546,10,0,0,6182,1
"777",37773,0,8436,15,0,0,6179,2
"778",245758,0,2750,4,750,2,6179,5
"779",63587,0,500,1,500,1,6184,2
"780",15088,0,5625,15,0,0,6177,1
"781",152539,0,65972,14,0,0,6187,4
"782",333500,0,69780,23,1258,4,6171,3
"783",15064,0,2910,9,0,0,6171,1
"784",19032,0,2375,12,0,0,6169,1
"785",66434,0,13041,13,0,0,6230,2
"786",146097,0,6919,16,0,0,6165,4
"787",8207,0,1750,7,0,0,6184,1
"788",293648,0,22148,15,0,0,6161,5
"789",147472,0,20645,16,0,0,6163,4
"790",103993,0,14149,13,100,1,6158,4
"791",34651,0,4000,6,500,1,6157,1
"792",102339,0,47498,19,0,0,6156,2
"793",149167,0,48521,13,0,0,6155,4
"794",105249,0,36093,15,0,0,6153,4
"795",55610,0,5095,13,0,0,6151,2
"796",70391,0,6000,4,0,0,6150,2
"797",74645,0,40367,18,0,0,6147,2
"798",26939,0,29264,15,0,0,6148,2
"799",207655,500,78967,31,0,0,6144,5
"800",7421,0,0,0,0,0,6142,1
"801",74924,6286,59650,13,0,0,6141,2
"802",17599,0,100,1,0,0,6029,1
"803",5594,0,370,1,0,0,5835,1
"804",66122,0,11756,13,0,0,5630,2
"805",12024,0,0,0,0,0,5119,1
"806",42044,2253,11433,10,0,0,6140,2
"807",83105,0,65077,28,753,3,6137,2
"808",152063,0,34257,19,1100,3,6159,4
"809",59546,0,20730,4,0,0,6135,2
"810",1258,0,475,4,0,0,6134,1
"811",75181,0,2455,7,1100,3,6133,2
"812",68255,0,19077,22,400,2,6130,2
"813",58229,0,53108,16,500,1,6137,2
"814",97349,0,42774,14,0,0,6128,2
"815",131424,0,58814,14,50,1,6128,4
"816",24011,0,20442,9,0,0,6123,1
"817",64538,0,0,0,0,0,6123,2
"818",3832,0,1000,1,0,0,6120,1
"819",3268,0,52263,32,0,0,6120,2
"820",36790,0,7158,14,0,0,6133,2
"821",363165,2565,5950,11,1850,8,6116,3
"822",179382,0,4225,7,0,0,6115,5
"823",218207,0,8500,4,0,0,6114,5
"824",765738,0,62133,14,0,0,6112,3
"825",54265,0,0,0,0,0,6109,2
"826",69959,0,16504,13,0,0,6108,2
"827",86380,2643,13500,3,0,0,6102,2
"828",48321,0,0,0,0,0,6102,2
"829",78130,0,37251,15,900,2,6120,2
"830",25333,0,11229,16,300,2,6099,1
"831",54522,0,21221,45,2500,5,6125,2
"832",75413,0,31726,18,0,0,6094,2
"833",292533,0,64186,15,1000,2,6095,5
"834",114932,8559,3150,13,1650,12,6092,4
"835",18932,0,24660,22,0,0,6091,1
"836",35997,0,71171,19,900,5,6088,2
"837",136664,0,36024,15,0,0,6086,4
"838",173191,0,31503,13,0,0,6084,4
"839",16528,0,250,2,0,0,6081,1
"840",119932,0,22463,26,5177,11,6077,4
"841",144171,0,33200,15,0,0,6073,4
"842",77109,0,60000,7,0,0,6071,2
"843",144973,0,23703,14,0,0,6280,4
"844",75027,0,1390,3,500,1,6067,2
"845",96387,0,43512,20,0,0,6065,2
"846",34854,0,750,5,650,4,6063,1
"847",44307,0,7944,8,0,0,6060,2
"848",73836,0,64748,19,0,0,6087,2
"849",20126,0,0,0,0,0,6053,1
"850",56268,0,33447,14,100,1,6017,2
"851",25629,0,107308,36,600,2,5966,2
"852",70774,0,32635,31,1400,14,5931,2
"853",6371,0,1404,8,0,0,5905,1
"854",95595,0,12060,14,0,0,5877,2
"855",51843,0,40997,17,0,0,5859,2
"856",84868,0,33187,15,0,0,6057,2
"857",79629,0,2550,2,50,1,6091,2
"858",58620,0,2125,10,0,0,6051,2
"859",70380,0,74399,12,0,0,6050,2
"860",93473,0,20257,15,0,0,6049,2
"861",131621,0,27846,31,6047,11,6045,4
"862",195563,0,16715,13,0,0,6042,5
"863",21138,0,4500,2,0,0,6031,1
"864",93319,0,270,3,100,1,6043,2
"865",56606,3818,61634,14,100,1,6039,2
"866",38763,0,34652,13,0,0,6037,2
"867",16430,0,8528,12,0,0,6036,1
"868",61440,0,8156,25,0,0,6032,2
"869",206648,0,5132,16,2450,11,6030,5
"870",323273,0,9000,5,500,1,6028,3
"871",76702,0,21568,17,0,0,6025,2
"872",19348,0,17059,19,0,0,6022,1
"873",31669,0,8384,15,0,0,6018,1
"874",40902,0,4850,7,1350,5,6018,2
"875",16906,0,2750,15,0,0,6017,1
"876",65508,0,14000,7,2500,5,6015,2
"877",10152,0,0,0,0,0,6010,1
"878",21461,0,40806,28,0,0,6011,2
"879",28979,0,6494,12,0,0,6010,1
"880",24711,0,3193,11,500,1,6009,1
"881",301447,0,63866,18,500,1,6004,5
"882",234308,0,21078,15,200,1,6007,5
"883",37832,0,0,0,0,0,6004,1
"884",135168,0,29156,16,300,2,6002,4
"885",134650,0,40232,17,2055,2,6000,4
"886",20665,0,19947,16,0,0,5997,1
"887",5546,0,2631,6,0,0,5995,1
"888",91736,0,26724,14,0,0,5994,2
"889",444159,0,0,0,0,0,5993,3
"890",94167,0,6500,4,500,1,5990,2
"891",132256,0,15040,24,899,3,5988,4
"892",149959,0,85844,51,1400,4,5986,4
"893",104338,0,2500,1,0,0,5982,4
"894",38312,0,37419,14,0,0,5980,2
"895",1860,0,65,2,0,0,5976,1
"896",54337,0,2131,9,230,1,5976,2
"897",218763,8753,11650,6,1150,3,5975,5
"898",26204,967,4030,6,2930,4,5989,1
"899",27876,0,0,0,0,0,5972,1
"900",115533,0,8867,15,0,0,5968,4
"901",129412,0,62510,21,0,0,5982,4
"902",172110,9325,21382,23,950,3,5944,4
"903",143378,0,3000,4,1500,3,5905,4
"904",120476,0,9406,14,0,0,5870,4
"905",15835,0,112171,16,0,0,5825,2
"906",289351,0,147787,35,500,1,5789,3
"907",32141,0,3500,14,0,0,5768,1
"908",967,0,980,2,0,0,5716,1
"909",20281,0,0,0,0,0,5567,1
"910",111072,0,50533,19,350,1,5541,2
"911",2111,0,100,1,0,0,5962,1
"912",322454,0,44591,23,250,1,5961,3
"913",4600,0,140,1,0,0,5959,1
"914",23390,0,1650,3,150,1,5958,1
"915",210496,0,9022,24,4900,19,5953,5
"916",40189,0,0,0,0,0,5952,2
"917",21747,0,0,0,0,0,5638,1
"918",212051,0,76256,23,2993,6,5523,5
"919",266200,0,5000,1,0,0,5583,5
"920",54148,0,40233,14,350,1,5949,2
"921",25512,0,0,0,0,0,5393,1
"922",28519,0,2125,2,0,0,5405,1
"923",219387,0,105913,21,150,2,5951,5
"924",163964,0,11385,11,0,0,5948,4
"925",49736,0,3200,4,700,3,6038,2
"926",10084,0,500,1,500,1,5946,1
"927",22988,0,9347,14,1200,4,5944,1
"928",17739,0,437,4,0,0,5941,1
"929",152426,0,6000,6,2000,4,5939,4
"930",34428,0,2625,10,0,0,5938,1
"931",124030,0,61599,16,0,0,5934,4
"932",17336,0,2375,12,0,0,5934,1
"933",290012,0,64360,18,650,2,5931,5
"934",29125,0,10930,14,0,0,5945,1
"935",83848,0,28202,14,0,0,5927,2
"936",133264,0,74067,21,0,0,5926,4
"937",124869,0,30116,16,0,0,5924,4
"938",39233,0,27545,13,0,0,5920,2
"939",13050,0,13617,16,0,0,5920,1
"940",90855,0,23992,13,0,0,5919,2
"941",44824,0,21107,19,2000,4,5916,2
"942",3663,0,894,10,0,0,5916,1
"943",44293,0,21920,21,100,1,5913,2
"944",31319,0,7552,5,0,0,5912,1
"945",40757,0,14002,11,0,0,5912,2
"946",130356,0,150,1,150,1,5910,4
"947",125077,0,21881,14,0,0,5905,4
"948",226826,0,91660,21,500,1,5906,5
"949",38150,0,16688,15,0,0,5854,2
"950",20342,0,3291,9,0,0,5829,1
"951",45781,0,6498,13,0,0,5801,2
"952",144525,0,2833,4,0,0,5785,4
"953",37571,0,7197,15,0,0,5762,2
"954",112013,0,24943,14,0,0,5734,4
"955",30638,0,48963,16,0,0,5696,2
"956",55997,0,68320,23,0,0,5899,2
"957",11447,0,1945,13,0,0,5902,1
"958",17778,0,0,0,0,0,5897,1
"959",13375,4301,15732,43,9200,28,5916,1
"960",118572,0,21426,19,0,0,5892,4
"961",13720,0,0,0,0,0,5884,1
"962",11030,0,0,0,0,0,5884,1
"963",8651,0,41586,22,950,5,5882,2
"964",281626,0,53521,16,0,0,5878,5
"965",26367,0,19649,15,0,0,5874,1
"966",120945,0,4300,4,300,2,5871,4
"967",2843,0,44130,35,7450,20,5869,2
"968",11782,0,0,0,0,0,5864,1
"969",89480,0,2946,4,1946,3,5902,2
"970",20702,0,30451,24,1100,5,5856,2
"971",15108,0,2850,16,0,0,5876,1
"972",24917,0,16239,13,150,1,5857,1
"973",132910,0,75540,46,250,1,5856,4
"974",61227,0,6957,10,0,0,5647,2
"975",2117,0,769,7,0,0,5609,1
"976",38964,0,35166,26,3200,8,5553,2
"977",20498,0,7826,20,7226,18,5491,1
"978",131554,0,64937,15,0,0,5428,4
"979",55661,0,15107,13,0,0,5387,2
"980",84949,0,41854,15,0,0,5336,2
"981",139897,0,21065,28,50,1,5329,4
"982",155587,0,6893,9,0,0,5279,4
"983",24310,0,2815,6,0,0,5266,1
"984",106115,0,16197,21,500,1,5219,4
"985",238641,0,61971,15,850,2,5849,5
"986",70671,0,0,0,0,0,5850,2
"987",31593,0,3128,12,0,0,5846,1
"988",101397,0,19173,12,0,0,5847,4
"989",133052,0,17424,15,0,0,5843,4
"990",37252,0,15774,19,0,0,5842,2
"991",15241,0,0,0,0,0,5840,1
"992",21101,0,7171,32,0,0,5839,1
"993",80612,0,32334,20,0,0,5839,2
"994",45542,0,59012,14,0,0,5835,2
"995",5274,0,2074,11,0,0,5834,1
"996",101089,0,23503,17,0,0,5834,4
"997",7560,0,0,0,0,0,5833,1
"998",255797,0,62107,16,0,0,5832,5
"999",192046,0,54818,52,1200,3,5829,5
"1000",370596,0,50120,12,0,0,5826,3
"1001",141491,0,63060,6,0,0,5827,4
"1002",89527,0,22206,14,0,0,5821,2
"1003",330644,0,0,0,0,0,5822,3
"1004",49430,0,31471,16,0,0,5822,2
"1005",114070,0,16293,24,250,1,5818,4
"1006",124004,0,9982,12,0,0,5815,4
"1007",10497,0,0,0,0,0,5815,1
"1008",8327,0,2900,4,150,1,5814,1
"1009",25463,0,7973,14,0,0,5813,1
"1010",85036,0,43825,21,0,0,5807,2
"1011",11449,0,24415,11,0,0,5864,1
"1012",54392,0,0,0,0,0,5807,2
"1013",52577,0,441,12,0,0,5804,2
"1014",80174,0,500,1,0,0,5804,2
"1015",96827,1094,12100,19,8100,17,5801,2
"1016",9489,0,5359,14,0,0,5807,1
"1017",57587,0,2620,6,0,0,5799,2
"1018",131306,0,32115,15,0,0,5797,4
"1019",39985,0,15103,21,0,0,5794,2
"1020",71627,0,3225,9,600,2,5793,2
"1021",161396,0,26695,11,1000,2,5792,4
"1022",81300,0,3750,5,250,3,5791,2
"1023",66015,0,26706,30,2676,7,5790,2
"1024",7800,0,200,1,0,0,5787,1
"1025",27348,0,3084,4,0,0,5824,1
"1026",153554,0,11786,6,1750,4,5784,4
"1027",42990,0,5345,3,0,0,5804,2
"1028",16664,0,0,0,0,0,5778,1
"1029",37618,0,17385,7,0,0,5818,2
"1030",53384,0,16907,12,0,0,5778,2
"1031",43326,0,1100,7,1100,7,5776,2
"1032",113683,0,11821,12,0,0,5773,4
"1033",77930,0,37541,35,3600,18,5773,2
"1034",27625,0,27799,16,500,1,5772,2
"1035",33835,0,2280,7,1000,2,5771,1
"1036",170049,3692,10232,16,750,2,5770,4
"1037",154664,0,73881,33,0,0,5769,4
"1038",36935,0,34448,17,0,0,5766,2
"1039",67904,0,81,1,0,0,5764,2
"1040",57434,0,11140,16,0,0,5770,2
"1041",11031,0,1600,5,0,0,5762,1
"1042",78268,0,6172,13,500,1,5758,2
"1043",98213,0,68013,29,0,0,5755,2
"1044",9430,0,11323,13,0,0,5756,1
"1045",5195,0,33050,3,50,1,5755,1
"1046",9793,0,3100,2,0,0,5755,1
"1047",34690,0,18124,14,0,0,5752,2
"1048",138368,0,68663,13,0,0,5755,4
"1049",63547,0,31745,14,0,0,5748,2
"1050",217130,0,51202,20,0,0,5745,5
"1051",14106,0,475,4,0,0,5749,1
"1052",44026,0,12282,18,634,1,5738,2
"1053",62183,1896,38635,18,0,0,5738,2
"1054",165534,0,71312,18,1000,2,5736,4
"1055",45358,0,14507,9,0,0,5735,2
"1056",72325,0,56792,16,0,0,5731,2
"1057",190285,0,69262,16,348,1,5728,5
"1058",235567,0,16106,15,0,0,5728,5
"1059",305519,0,79216,27,650,3,5724,5
"1060",161546,0,8042,6,600,2,5722,4
"1061",38884,0,2850,13,500,1,5729,2
"1062",42040,1000,14189,17,4034,13,5717,2
"1063",96988,0,7761,14,0,0,5715,2
"1064",24394,0,3250,3,250,1,5713,1
"1065",354641,0,77694,29,3600,9,5710,3
"1066",39313,0,24091,16,0,0,5706,2
"1067",468,0,26650,14,550,3,5708,1
"1068",146014,0,26366,17,700,3,5822,4
"1069",42999,0,33801,12,350,1,5653,2
"1070",37163,0,19318,14,0,0,4988,2
"1071",6158,0,27754,14,0,0,5546,1
"1072",108904,0,19931,17,0,0,5255,4
"1073",25168,0,500,1,500,1,5547,1
"1074",68454,0,13667,12,0,0,5559,2
"1075",70877,0,8956,15,0,0,5696,2
"1076",1057,0,433,5,0,0,5622,1
"1077",35342,0,70454,12,0,0,5534,2
"1078",16992,0,0,0,0,0,5582,1
"1079",2558,0,6264,10,0,0,5581,1
"1080",196093,0,14000,3,0,0,5595,5
"1081",269558,0,10000,1,0,0,5472,5
"1082",88500,0,2500,2,0,0,5090,2
"1083",8719,0,2000,9,0,0,5671,1
"1084",36936,0,2875,16,0,0,5492,1
"1085",427357,0,6027,12,0,0,5587,3
"1086",258422,0,48708,17,0,0,5657,5
"1087",75428,0,7539,14,0,0,5609,2
"1088",34383,0,22956,12,0,0,5611,2
"1089",82120,0,8000,3,0,0,5619,2
"1090",34546,0,1500,2,0,0,5612,1
"1091",92641,0,5265,6,0,0,5568,2
"1092",95100,0,1250,3,1250,3,5671,2
"1093",19960,0,0,0,0,0,4896,1
"1094",47150,0,39561,18,0,0,5577,2
"1095",1650,0,1250,3,250,1,5554,1
"1096",100992,0,8144,16,409,2,5422,2
"1097",68610,0,6115,12,0,0,5349,2
"1098",75684,0,27320,9,0,0,5316,2
"1099",42438,0,519,10,0,0,5349,2
"1100",17645,0,60978,20,0,0,5660,2
"1101",24545,0,0,0,0,0,5671,1
"1102",84633,0,10771,10,0,0,5479,2
"1103",103891,1388,140573,21,1150,3,5699,2
"1104",39847,0,95918,38,150,1,5694,2
"1105",47938,0,12656,13,0,0,5708,2
"1106",88929,0,44932,20,650,2,5694,2
"1107",129866,0,66150,30,0,0,5692,4
"1108",22585,0,3430,3,0,0,5689,1
"1109",47394,0,31347,19,2150,5,5688,2
"1110",73640,0,10192,14,0,0,5156,2
"1111",247743,0,51296,20,500,1,5087,5
"1112",295008,0,136704,27,0,0,5028,3
"1113",117543,4116,32355,21,600,2,4954,4
"1114",102803,0,90605,20,0,0,5701,2
"1115",89945,0,14218,16,350,1,5680,2
"1116",739476,0,24215,8,322,1,5678,3
"1117",69337,0,17740,13,0,0,5667,2
"1118",140866,0,15906,17,0,0,5672,4
"1119",25634,2505,0,0,0,0,5663,1
"1120",82078,0,40279,9,0,0,5664,2
"1121",33327,0,1000,1,0,0,5664,1
"1122",95783,0,14506,13,0,0,5659,2
"1123",27591,0,8209,34,1800,16,5659,1
"1124",82114,0,58335,15,0,0,5658,2
"1125",15917,2586,105449,25,200,2,5653,2
"1126",140511,0,32105,16,0,0,5651,4
"1127",375927,0,18202,30,1100,3,5652,3
"1128",28223,0,8625,12,0,0,5651,1
"1129",33129,0,30775,14,500,1,5647,2
"1130",1625,0,1375,4,0,0,1547,1
"1131",52819,0,37535,15,1000,2,5645,2
"1132",3507,1745,14500,7,0,0,5643,1
"1133",14769,0,500,1,0,0,5639,1
"1134",37215,0,8199,8,0,0,5637,2
"1135",115655,0,64968,21,500,1,5631,4
"1136",179251,0,14775,16,200,2,5629,4
"1137",24418,0,12533,13,0,0,5626,1
"1138",34562,0,1770,9,250,3,5622,1
"1139",144570,0,49052,15,0,0,5617,4
"1140",24813,0,4066,10,0,0,5225,1
"1141",48803,0,72129,14,0,0,5107,2
"1142",22116,0,20809,14,0,0,5463,1
"1143",8516,0,0,0,0,0,5566,1
"1144",36079,0,22506,22,150,1,5323,2
"1145",16872,0,28964,7,0,0,5479,1
"1146",62895,0,8500,4,0,0,5520,2
"1147",7383,0,7225,11,2750,7,5238,1
"1148",2261,0,15062,2,0,0,5556,1
"1149",66950,0,17303,20,2000,8,5464,2
"1150",84856,0,6894,13,0,0,5547,2
"1151",71128,2919,17950,17,4450,11,5162,2
"1152",39654,0,1625,6,0,0,5518,2
"1153",25214,0,1000,1,0,0,5598,1
"1154",48775,0,17494,15,0,0,5588,2
"1155",81952,0,64754,22,0,0,5427,2
"1156",46535,0,25891,14,150,1,5399,2
"1157",23130,0,5032,10,0,0,5500,1
"1158",100443,0,12744,21,0,0,5492,4
"1159",139664,0,63706,14,0,0,5505,4
"1160",31769,0,0,0,0,0,5464,1
"1161",60170,0,17235,14,0,0,5351,2
"1162",33373,0,0,0,0,0,5427,1
"1163",59385,0,22914,11,0,0,5476,2
"1164",210040,0,77333,39,0,0,5517,5
"1165",23379,0,11712,25,0,0,5499,1
"1166",22372,0,14766,12,0,0,4950,1
"1167",23120,0,4231,7,0,0,5615,1
"1168",46157,0,1625,3,500,1,5609,2
"1169",94896,0,38127,15,500,1,5602,2
"1170",12091,0,29271,15,0,0,5609,1
"1171",56451,0,9302,11,0,0,5597,2
"1172",106309,0,21873,22,1200,4,5594,4
"1173",121853,0,18120,18,2000,4,5589,4
"1174",4137,0,15891,19,0,0,5588,1
"1175",21676,0,15392,15,100,1,5584,1
"1176",36644,0,14506,13,0,0,5583,2
"1177",77102,0,13175,20,1850,6,5581,2
"1178",32214,11148,12717,10,0,0,5576,1
"1179",42351,0,28959,14,0,0,5594,2
"1180",34450,0,26996,7,0,0,5566,2
"1181",4151,0,375,3,0,0,5570,1
"1182",60646,888,57011,18,50,1,5559,2
"1183",44331,0,2850,3,350,1,5555,2
"1184",76742,0,17910,13,0,0,5547,2
"1185",27993,0,6000,3,0,0,5542,1
"1186",67770,0,23960,15,0,0,5539,2
"1187",30554,0,38243,25,0,0,5324,2
"1188",123646,0,12450,30,2450,29,5069,4
"1189",837979,0,18372,15,1450,4,5373,3
"1190",6584,0,0,0,0,0,5118,1
"1191",17489,0,5565,4,0,0,5380,1
"1192",28941,0,2935,6,0,0,4692,1
"1193",19085,0,827,11,0,0,5244,1
"1194",56480,0,35841,31,500,1,5401,2
"1195",8320,0,0,0,0,0,5164,1
"1196",13640,0,1500,5,0,0,4923,1
"1197",14739,0,1800,4,800,3,5332,1
"1198",30594,0,3250,12,0,0,5017,1
"1199",11162,0,0,0,0,0,4950,1
"1200",15964,0,0,0,0,0,5325,1
"1201",5583,0,3147,14,0,0,5365,1
"1202",38822,0,2000,9,0,0,5304,2
"1203",2305,0,0,0,0,0,5105,1
"1204",39372,0,4296,10,0,0,5190,2
"1205",25125,0,1875,8,0,0,5147,1
"1206",10288,0,1250,3,0,0,5532,1
"1207",135149,0,15300,19,3800,17,5267,4
"1208",4916,0,900,3,800,2,5107,1
"1209",163976,0,39098,18,2594,4,4922,4
"1210",207021,0,3600,4,100,1,5412,5
"1211",104442,0,38180,23,1450,5,5029,4
"1212",131992,0,12504,16,0,0,5372,4
"1213",2278,0,0,0,0,0,5175,1
"1214",34086,0,19669,18,1500,3,5344,2
"1215",8740,0,1250,3,0,0,5395,1
"1216",241918,0,40945,13,0,0,5379,5
"1217",26748,0,11981,14,0,0,5408,1
"1218",65969,0,2550,5,1050,3,5419,2
"1219",10009,0,0,0,0,0,5353,1
"1220",378759,0,28904,9,2303,4,5408,3
"1221",40965,10098,9850,11,1850,6,5429,2
"1222",57509,0,52449,19,150,1,5441,2
"1223",71503,0,7819,17,0,0,5080,2
"1224",110247,0,13690,16,0,0,5272,4
"1225",83572,745,101110,27,1700,5,5231,2
"1226",106234,5124,11160,26,0,0,5238,4
"1227",28205,0,101685,16,0,0,5267,2
"1228",7239,0,15835,15,0,0,5343,1
"1229",63638,0,0,0,0,0,5155,2
"1230",31967,0,1600,4,350,2,5101,1
"1231",97752,0,3676,10,0,0,5309,2
"1232",8327,0,0,0,0,0,5268,1
"1233",10179,0,5321,15,0,0,4989,1
"1234",23786,0,16950,4,0,0,5364,1
"1235",33020,0,6155,25,1500,3,5322,1
"1236",35316,0,1250,4,500,1,5330,1
"1237",146086,0,6950,17,6950,17,5345,4
"1238",15352,0,1350,4,0,0,5359,1
"1239",13522,0,5000,1,0,0,5162,1
"1240",13949,0,0,0,0,0,5374,1
"1241",99405,0,14150,11,2150,9,5400,4
"1242",50016,0,13495,14,0,0,4548,2
"1243",23696,0,5577,10,0,0,5531,1
"1244",55384,967,0,0,0,0,5309,2
"1245",166465,0,98717,30,0,0,5531,5
"1246",95207,0,30652,30,2348,8,5531,2
"1247",80431,0,2150,2,150,1,5531,2
"1248",49288,0,12538,19,600,2,5353,2
"1249",81291,0,10522,14,1430,1,5154,2
"1250",48877,0,11761,35,371,2,5371,2
